Ürün Adı,İlk Dönem,Son Dönem,İlk Skor,Son Skor,Değişim,Mutlak_Değişim
Trendyol Curve Siyah Düz Kruvaze Kapama Şık Mini Dokuma Büyük Beden Elbise TBBAW24AH00058,2023-09,2025-02,0.888889,0.944444,0.055556,0.055556
TRENDYOLMİLLA Çok Renkli Soyut Desenli Örme Şık Abiye Elbise TPRSS24EL00150,2024-03,2025-01,0.833333,0.888889,0.055556,0.055556
Trendyol Curve Siyah Kare Yaka Vücuda Oturan Triko Elbise TBBAW24AH00005,2023-07,2025-03,0.944444,0.888889,-0.055556,0.055556
Trendyol Curve Siyah Düz Kesim Örme Elbise TBBSS22EL2365,2022-03,2024-08,0.85,0.905405,0.055405,0.055405
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Örme Pullu Payet Kısa Şık Abiye Elbise TPRAW24EL00159,2023-09,2025-02,0.782609,0.727273,-0.055336,0.055336
TRENDYOLMİLLA Antrasit Askılı Mini Dokuma Jile Elbise TWOAW21EL1163,2022-04,2025-02,0.714286,0.769231,0.054945,0.054945
TRENDYOLMİLLA Siyah Sırt Dekolteli Eteği Volanlı Dik Yaka Maxi Boy Esnek Örme Elbise TWOAW24EL00380,2023-09,2025-03,0.881356,0.935484,0.054128,0.054128
TRENDYOLMİLLA Ekru Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2022-03,2025-03,0.833333,0.78,-0.053333,0.053333
Trendyol Curve Siyah Yırtmaçlı Örme Elbise TBBSS23AH00280,2023-07,2025-03,0.886364,0.833333,-0.05303,0.05303
TRENDYOLMİLLA Siyah Volanlı Kare Yaka Fitted/Vücuda Oturan Maxi Esnek Örme Elbise TWOAW24EL00613,2023-09,2025-03,1.0,0.947368,-0.052632,0.052632
TRENDYOLMİLLA Siyah Mini Triko Renk Bloklu Elbise TWOAW23EL00197,2022-09,2025-03,0.947368,1.0,0.052632,0.052632
TRENDYOLMİLLA Indigo Çiçek Baskılı Sıfır Kol Volanlı Shift/Düz Mini Esnek Örme Elbise TWOSS22EL0794,2023-03,2024-12,1.0,0.947368,-0.052632,0.052632
TRENDYOLMİLLA Kırmızı Bodycone Yırtmaçlı Fırfır Detaylı Esnek Kalın Sandy Maxi Kalem Elbise TWOSS24EL00688,2024-04,2025-03,1.0,0.947368,-0.052632,0.052632
TRENDYOLMİLLA Beyaz Yumuşak Kumaşlı Fitted/Vücuda Oturan Kısa Kollu Esnek Örme Mini Kalem Elbise TWOSS24EL00756,2024-04,2025-01,0.848485,0.9,0.051515,0.051515
TRENDYOLMİLLA Siyah Kısa Kol Bodycone/Vücuda Oturan Bisiklet Yaka Esnek Örme Maxi Kalem Elbise TWOSS24EL00097,2024-04,2025-01,0.95,1.0,0.05,0.05
TRENDYOLMİLLA Vizon Fitted/Vücuda Oturan Volanlı Midi Dokuma Elbise TWOSS20EL1342,2022-03,2025-02,0.9,0.85,-0.05,0.05
Trendyol Curve Siyah Kuşaklı Dokuma Düğmeli Midi Büyük Beden Gömlek Elbise TBBSS22AH0079,2022-03,2024-12,0.95,1.0,0.05,0.05
TRENDYOLMİLLA Siyah Düğme Detaylı Skater/Belden Açılan Midi Dokuma Elbise TWOSS22EL1185,2022-03,2025-02,0.85,0.9,0.05,0.05
TRENDYOLMİLLA Turuncu Maxi Örme Boncuk Aksesuarlı Plaj Elbisesi TBESS21EL2796,2022-03,2024-10,0.918919,0.869565,-0.049354,0.049354
TRENDYOLMİLLA Siyah Eteği Volanlı Kayık Kaya Maxi Esnek Örme Elbise TWOAW24EL00616,2023-09,2024-11,0.95082,1.0,0.04918,0.04918
TRENDYOLMİLLA Siyah Puantiyeli Belden Açılan Volanlı Bisiklet Yaka Mini Dokuma Elbise TWOAW22EL0126,2022-03,2025-03,0.88172,0.833333,-0.048387,0.048387
TRENDYOLMİLLA Siyah Maxi Triko V Yaka Jile Elbise TWOAW24EL00011,2023-11,2025-02,0.928571,0.880597,-0.047974,0.047974
TRENDYOLMİLLA Mor Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2023-04,2024-11,0.789474,0.837209,0.047736,0.047736
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2022-03,2025-02,0.928571,0.880952,-0.047619,0.047619
Trendyol Curve Siyah Dokuma Volanlı Elbise TBBSS22EL1595,2022-03,2024-11,0.865385,0.818182,-0.047203,0.047203
TRENDYOLMİLLA Çok Renkli Kuşaklı Eteği Volanlı Viskon Dokuma Elbise TWOAW24EL00739,2023-10,2025-02,0.928571,0.97561,0.047038,0.047038
TRENDYOLMİLLA Gül Kurusu Eteği Volanlı Sırt Bağlama Detaylı Askılı Maxi Dokuma Elbise TWOSS23EL00027,2023-04,2025-02,0.828571,0.875,0.046429,0.046429
TRENDYOLMİLLA Zümrüt Yeşili Baskılı Bodycone/Vücuda Oturan İspanyol Kol Mini Örme Kalem Elbise TWOAW24EL00191,2023-08,2025-03,0.916667,0.962963,0.046296,0.046296
TRENDYOLMİLLA Siyah Belden Açılan Üst Bedeni Gipeli Tek Omuz Midi Dokuma Elbise TWOSS23EL01830,2024-03,2025-02,0.896552,0.942529,0.045977,0.045977
TRENDYOLMİLLA Altın Vücuda Oturan Parıltılı Örme Pullu Payet Kısa Şık Abiye Elbise TPRAW24EL00159,2023-09,2025-02,0.891892,0.846154,-0.045738,0.045738
TRENDYOLMİLLA Siyah A-Kesim Dokuma Kısa Şık Abiye Elbise TPRSS24EL00074,2024-03,2025-03,0.857143,0.902439,0.045296,0.045296
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2022-03,2025-02,0.964789,0.92,-0.044789,0.044789
TRENDYOLMİLLA Siyah Vücuda Oturan Mini Bisiklet Yaka Fitilli Esnek Örme Kalem Elbise TWOSS19AD0053,2022-03,2025-03,0.967742,0.923077,-0.044665,0.044665
TRENDYOLMİLLA Siyah A-Kesim Astarlı Agraflı Dokuma Şifon Kısa Şık Abiye Elbise TPRSS24EL00073,2024-02,2025-02,0.642857,0.6875,0.044643,0.044643
TRENDYOLMİLLA Siyah Mini Triko Kontrast Renkli Elbise TWOAW24EL00041,2023-09,2025-02,0.9,0.944444,0.044444,0.044444
Trendyol Curve Zümrüt Yeşili Örme Drape Detaylı Maxi/Uzun Abiye Elbise TBBSS22AD00000,2022-07,2025-01,0.933333,0.888889,-0.044444,0.044444
TRENDYOLMİLLA Siyah Cut Out/Pencere Detaylı Örme Şık Abiye Elbise TPRAW25EL00022,2024-10,2025-03,0.95122,0.906977,-0.044243,0.044243
TRENDYOLMİLLA Kahverengi Eteği Belden Açılan Mini Dokuma Gömlek Elbise TWOAW25EL00154,2024-10,2025-03,0.690909,0.647059,-0.04385,0.04385
TRENDYOLMİLLA Siyah A-Kesim Balen Detaylı Dokuma Kısa Abiye Gece Elbise TPRSS22EL00065,2022-05,2024-08,0.782609,0.73913,-0.043478,0.043478
TRENDYOLMİLLA Haki Düğmeli Kolsuz Midi Dokuma Gömlek Elbise TWOSS24EL00442,2024-04,2024-11,0.764706,0.807692,0.042986,0.042986
TRENDYOLMİLLA Siyah Cut Out Detaylı Bodycone/Vücuda Oturan Dik Yaka Örme Kalem Elbise TWOSS23EL02166,2023-04,2025-03,0.857143,0.9,0.042857,0.042857
TRENDYOLMİLLA Antrasit Yıkamalı/Soluk Efektli Shift/Düz Kesim Örme Elbise TWOSS24EL00126,2024-04,2025-03,0.860465,0.818182,-0.042283,0.042283
TRENDYOLMİLLA Siyah Sıfır Kol Drapeli Bodycone/Vücuda Oturan Esnek Örme Maxi Kalem Elbise TWOSS24EL00101,2024-01,2025-03,1.0,0.958333,-0.041667,0.041667
TRENDYOLMİLLA Siyah Yumuşak Dokulu Midi Kruvaze Yaka Bağlama Detaylı Triko Elbise,2022-04,2024-12,0.625,0.666667,0.041667,0.041667
TRENDYOLMİLLA Çok Renkli Çiçek Desenli A Kesim Astarlı Midi Dokuma Elbise TWOSS20EL0908,2023-07,2025-03,0.833333,0.875,0.041667,0.041667
TRENDYOLMİLLA Lacivert Fitted/Vücuda Oturan Askılı Esnek Maxi Örme Kalem Elbise TWOSS23EL02435,2023-10,2024-10,0.93617,0.894737,-0.041433,0.041433
TRENDYOLMİLLA Siyah Yaka Detaylı A-Kesim Dokuma Şık Abiye Elbise TPRSS24EL00210,2024-06,2025-02,0.87037,0.911765,0.041394,0.041394
TRENDYOLMİLLA Çok Renkli Çiçek Desenli A Kesim V Yaka Astarlı Şifon Dokuma Elbise TWOAW24EL00320,2023-08,2025-03,0.809524,0.85,0.040476,0.040476
Trendyol Curve Siyah Uzun Kol Vücuda Oturan Yırtmaçlı Midi/Orta Boy Dokuma Elbise TBBAW24AH00089,2023-10,2024-12,0.722222,0.681818,-0.040404,0.040404
Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise,2024-09,2025-03,0.921053,0.880952,-0.0401,0.0401
TRENDYOLMİLLA Siyah A-Kesim Astarlı Volanlı Dokuma Şifon Kısa Şık Abiye Elbise TPRSS23EL00096,2023-03,2025-02,0.885714,0.846154,-0.03956,0.03956
TRENDYOLMİLLA Mavi Mini Astarlı Dik Yaka Dokuma Elbise TCLAW19LJ0076,2022-09,2025-03,0.939394,0.9,-0.039394,0.039394
TRENDYOLMİLLA Çok Renkli Yaka Detaylı Dokuma Elbise TWOAW22EL0118,2022-03,2025-02,0.875,0.914286,0.039286,0.039286
TRENDYOLMİLLA Kırmızı Shift/Düz Kesim Dik Yaka Midi Dokuma Elbise TWOSS20EL1864,2022-06,2024-08,0.927711,0.888889,-0.038822,0.038822
TRENDYOLMİLLA Siyah Cepli Premium Bisiklet Yaka A-Line Örme Midi Elbise TWOSS24EL00169,2024-03,2024-11,0.904762,0.865979,-0.038783,0.038783
TRENDYOLMİLLA Siyah Midi Triko Polo Yaka Elbise TWOAW22EL1376,2022-03,2025-02,0.947368,0.909091,-0.038278,0.038278
TRENDYOLMİLLA Mavi Etek Ucu Püsküllü Kemerli Maxi Denim Elbise TWOSS24EL00377,2024-03,2025-03,0.775,0.8125,0.0375,0.0375
TRENDYOLMİLLA Kahverengi Midi Triko Bisiklet Yaka Elbise TWOAW21EL0422,2022-03,2025-02,0.9,0.9375,0.0375,0.0375
TRENDYOLMİLLA Kahverengi Kuşaklı Dantel Detaylı Mini Dokuma Gömlek Elbise TWOAW21EL1964,2022-03,2025-03,0.764706,0.727273,-0.037433,0.037433
Trendyol Curve Pembe Astarlı Şifon Çiçekli Kare Yaka Balon Kol Dokuma Büyük Beden Elbise TBBSS24AH00189,2024-04,2024-12,0.846154,0.809524,-0.03663,0.03663
"Trendyol Curve Siyah Örme Drape Detaylı 
Maxi/Uzun Abiye Elbise TBBSS22AD00000",2022-07,2025-03,0.863636,0.9,0.036364,0.036364
TRENDYOLMİLLA Taş Midi Triko Basic Hırkalı Elbise TWOSS23EL00738,2023-01,2025-02,0.714286,0.75,0.035714,0.035714
TRENDYOLMİLLA Ekru A-Kesim Mini Pamuklu Pencere/Cut Out Detaylı Detaylı Kare Yaka Dokuma Elbise TWOSS23EL00596,2023-03,2024-11,0.714286,0.75,0.035714,0.035714
TRENDYOLMİLLA Pembe A-Kesim Dokuma Kısa Abiye Gece Elbise TPRSS23EL00031,2023-04,2025-03,0.714286,0.75,0.035714,0.035714
TRENDYOLMİLLA Mavi Şal Desenli A-line Bağlama Detaylı Midi Dokuma Elbise TWOSS24EL00458,2024-03,2025-03,0.833333,0.868687,0.035354,0.035354
TRENDYOLMİLLA Limited Edition Çok Renkli Çiçek Baskılı Örme Maxi Esnek Kalem Elbise TWOSS24EL00563,2024-04,2025-03,0.891892,0.857143,-0.034749,0.034749
TRENDYOLMİLLA Pudra A-Kesim Dokuma Şık Abiye Elbise TPRSS24EL00160,2024-04,2025-03,0.842105,0.807692,-0.034413,0.034413
TRENDYOLMİLLA Haki Kuşaklı Bağlamalı Örme Maxi Plaj Elbisesi TBESS21EL2992,2022-04,2024-08,0.9,0.866667,-0.033333,0.033333
TRENDYOLMİLLA Turuncu Baskıılı Vücuda Oturan Midi Tek Omuz Ayarlanabilir Askılı Örme Kalem Elbise TWOSS23EL01577,2023-04,2025-03,0.9,0.933333,0.033333,0.033333
Trendyol Curve Siyah Büyük Beden Astarsız Uzun Kollu A-Kesim Mini Dokuma Elbise TBBAW23AH00035,2022-11,2025-03,0.866667,0.833333,-0.033333,0.033333
TRENDYOLMİLLA Mor Çiçek Desenli A Kesim Carmen Yaka Form Midi Dokuma Elbise TWOSS23EL01243,2023-04,2024-10,0.911765,0.878788,-0.032977,0.032977
TRENDYOLMİLLA Soyut Desenli Vücuda Oturan Mini Örme Büzgülü Transparan Plaj Elbisesi TBESS22EL0702,2022-04,2025-03,0.818182,0.785714,-0.032468,0.032468
TRENDYOLMİLLA Siyah Taş Detaylı Skater/Belden Açılan Kısa Kollu Mini Örme Kalem Elbise TWOAW24EL00395,2023-09,2025-03,0.954545,0.985915,0.03137,0.03137
TRENDYOLMİLLA Siyah Düz Maxi Kruvaze Detaylı A-line/Çan Açılan Melek Kol Örme Elbise TWOAW25EL00098,2024-08,2025-03,0.96875,1.0,0.03125,0.03125
TRENDYOLMİLLA Siyah Taş Baskılı Straplez Dokuma Kısa Şık Abiye Elbise TPRSS23EL00577,2023-06,2025-01,0.878049,0.909091,0.031042,0.031042
TRENDYOLMİLLA Siyah A Kesim Gömlek Yaka Tüvit Mini Dokuma Elbise TWOAW23EL00701,2022-09,2025-03,0.833333,0.802469,-0.030864,0.030864
TRENDYOLMİLLA Çok Renkli Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2022-03,2024-09,0.769231,0.8,0.030769,0.030769
TRENDYOLMİLLA Siyah Maxi Dokuma Volanlı Plaj Elbisesi TBESS19WY0004,2022-08,2024-12,0.913043,0.882353,-0.030691,0.030691
TRENDYOLMİLLA Kırmızı Piliseli Astarlı Şifon Dokuma Elbise TWOAW24EL00478,2023-10,2025-03,0.830189,0.8,-0.030189,0.030189
Trendyol Curve Kırmızı Büyük Beden Astarsız Truvakar Kol Mini/Kısa Boy Dokuma Ceket Elbise TBBAW23AH00042,2022-11,2025-03,0.782609,0.8125,0.029891,0.029891
TRENDYOLMİLLA Premium Kahverengi Desenli Fitted/Vücuda Oturan Midi Esnek Örme Elbise TWOSS23EL01110,2023-03,2025-03,0.970588,1.0,0.029412,0.029412
TRENDYOLMİLLA Siyah A-Kesim Taş Aksesuarlı Dokuma Elbise TPRSS24EL00178,2024-07,2025-03,0.903846,0.875,-0.028846,0.028846
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dokuma Elbise TPRSS24EL00136,2024-06,2025-02,0.878788,0.85,-0.028788,0.028788
TRENDYOLMİLLA Siyah Vücuda Oturan Örme Kadife Midi Elbise TPRAW25EL00135,2024-10,2025-03,0.933333,0.904762,-0.028571,0.028571
Trendyol Curve Siyah Kruvaze Yaka Askılı Örme Elbise TBBSS22EL1565,2022-03,2025-02,0.971429,1.0,0.028571,0.028571
Trendyol Curve Fuşya Büyük Beden Astarsız Truvakar Kol Mini/Kısa Boy Dokuma Ceket Elbise TBBAW23AH00042,2023-04,2025-03,0.821429,0.85,0.028571,0.028571
TRENDYOLMİLLA Mor Eteği Volanlı Mini Şifon Dokuma Kışlık Elbise TWOAW24EL00592,2023-09,2025-02,0.909091,0.9375,0.028409,0.028409
Trendyol Curve Siyah Dokuma Yırtmaçlı İnce Ayarlanabilir Askılı Abiye/Gece/Mezuniyet/Nişan Elbise TBBSS22AD00001,2022-07,2025-03,0.923077,0.894737,-0.02834,0.02834
TRENDYOLMİLLA Siyah Vücuda Oturan Tek Omuz Fiyonk Detaylı Dokuma Şık Midi Abiye Elbise TPRSS24EL00258,2024-07,2025-02,0.891892,0.863636,-0.028256,0.028256
TRENDYOLMİLLA Çok Renkli Çiçek Desenli Dokuma Saten Şık Abiye Elbise TPRSS23EL00305,2023-01,2025-03,0.846154,0.818182,-0.027972,0.027972
TRENDYOLMİLLA Siyah A-Kesim Astarlı Korse Detaylı Biyeli Dokuma Kısa Şık Abiye Elbise TPRSS23EL00251,2023-03,2025-03,0.65625,0.684211,0.027961,0.027961
TRENDYOLMİLLA Siyah Parlak Taşlı Dokuma Kısa Şık Abiye Elbise TPRSS23EL00091,2023-05,2024-09,0.75,0.777778,0.027778,0.027778
TRENDYOLMİLLA Pembe A-Kesim Fiyonk Detaylı Dokuma Şık Abiye Elbise TPRSS24EL00105,2024-02,2024-12,0.75,0.777778,0.027778,0.027778
TRENDYOLMİLLA Siyah Düz Midi Vatkalı Drapeli Bodycone/Vücuda Oturan Esnek Elbise Örme Elbise TWOSS24EL00975,2024-07,2025-03,0.953488,0.925926,-0.027562,0.027562
Trendyol Curve Siyah Şifon Kollu Midi Dokuma Büyük Beden Elbise TBBAW24AH00049,2023-09,2025-02,0.923077,0.95,0.026923,0.026923
TRENDYOLMİLLA Siyah Düz Kesim Nakışlı Midi Dokuma Elbise TWOAW22EL0882,2022-03,2024-06,0.96,0.933333,-0.026667,0.026667
Trendyol Curve Siyah Çiçek Desenli A-line Maxi Boy Örme Büyük Beden Elbise TBBSS22AH00009,2022-04,2025-03,0.911111,0.9375,0.026389,0.026389
TRENDYOLMİLLA Haki Askılı Mini Dokuma Jile Elbise TWOAW21EL1163,2022-03,2025-03,0.882353,0.857143,-0.02521,0.02521
TRENDYOLMİLLA Kiremit Çiçek Desenli A Kesim Volanlı Astarlı Midi Dokuma Elbise TWOSS20EL0894,2022-04,2025-03,0.932773,0.907692,-0.025081,0.025081
TRENDYOLMİLLA Siyah Sırt Dekolteli Fitted/Vücuda Oturan Maxi Esnek Örme Maxi Kalem Elbise TWOSS24EL00090,2024-02,2025-03,1.0,0.975,-0.025,0.025
Trendyol Curve Kahverengi A-line Dokuma Elbise TBBSS24AH00052,2024-03,2024-12,0.888889,0.913793,0.024904,0.024904
TRENDYOLMİLLA Kırmızı Vücuda Oturan Astarlı Dokuma Şık Abiye Elbise TPRSS23EL00541,2023-05,2025-03,0.757576,0.733333,-0.024242,0.024242
TRENDYOLMİLLA Kahverengi Midi Dokuma Sırt Dekolteli Plaj Elbisesi TBESS22EL0727,2022-04,2025-02,0.933333,0.909091,-0.024242,0.024242
TRENDYOLMİLLA Ekru Çiçek Desenli Kuşaklı A Kesim Halter Yaka Kolsuz Midi Astarlı Dokuma Elbise TWOSS20EL2536,2023-03,2025-03,0.913043,0.888889,-0.024155,0.024155
Trendyol Curve Lacivert Dokuma Yakası Detaylı Elbise TBBSS22AH0246,2022-03,2025-02,0.857143,0.833333,-0.02381,0.02381
TRENDYOLMİLLA Limited Edition Siyah V Yaka Skater/Belden Açılan Esnek Maxi Örme Elbise TWOAW25EL00299,2024-09,2025-02,0.894737,0.918367,0.023631,0.023631
TRENDYOLMİLLA Limited Edition Mavi Düğme Detaylı Straplez Mini Denim Elbise TWOSS23EL01731,2023-05,2024-11,0.944444,0.921053,-0.023392,0.023392
TRENDYOLMİLLA Çok Renkli Yırtmaçlı Desenli Dokuma Elbise TWOAW23EL00325,2023-09,2025-03,0.789474,0.8125,0.023026,0.023026
TRENDYOLMİLLA Bordo Kemerli Ceket Mini Düğme Detaylı Dokuma Elbise TWOAW20EL1156,2023-10,2025-03,0.727273,0.75,0.022727,0.022727
TRENDYOLMİLLA Lacivert Maxi Triko Premium Kalite Elbise TWOSS24EL00301,2024-04,2025-02,0.904762,0.882353,-0.022409,0.022409
TRENDYOLMİLLA Siyah A-Kesim Dokuma Kısa Şık Abiye Elbise TPRSS23EL00031,2023-01,2024-10,0.8,0.777778,-0.022222,0.022222
TRENDYOLMİLLA Lacivert Tek Omuzlu Drapeli Fitted/Vücuda Oturan Maxi Esnek Örme Midi Kalem Elbise TWOSS24EL00100,2024-03,2024-11,0.866667,0.888889,0.022222,0.022222
TRENDYOLMİLLA Bridal Ekru A-Kesim Astarlı Volanlı Dokuma Şifon Kısa Düğün/Nikah Şık Abiye Elbise TPRSS23EL00096,2023-05,2025-03,0.885714,0.863636,-0.022078,0.022078
TRENDYOLMİLLA Siyah Krep Vücuda Oturan Askılı Cut Out Detaylı Volanlı Kalp Yaka Mini Örme Elbise TWOSS23EL02097,2023-04,2024-08,0.875,0.852941,-0.022059,0.022059
TRENDYOLMİLLA Siyah Polo Yaka Shift/Normal Kesim Midi Esnek Örme Elbise TWOSS24EL01012,2024-05,2025-02,0.909091,0.887097,-0.021994,0.021994
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Abiye Elbise TPRAW24EL00097,2023-09,2025-02,0.954545,0.933333,-0.021212,0.021212
TRENDYOLMİLLA Bridal Beyaz A-Kesim Astarlı Dokuma Kısa Düğün/Nikah Şık Abiye Elbise TPRSS24EL00117,2024-03,2025-03,0.866667,0.846154,-0.020513,0.020513
TRENDYOLMİLLA X Sagaza Studio Ekru Bel Lastik Detaylı Brode Elbise TPRSS22EL00083,2022-06,2025-02,0.826087,0.846154,0.020067,0.020067
TRENDYOLMİLLA Petrol Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2022-03,2025-03,0.946429,0.926829,-0.019599,0.019599
Trendyol Curve Siyah Beyaz Gömlek Yaka Uzun Kol Düğmeli Tüvit Elbise TBBAW24AH00026,2023-09,2025-03,0.91954,0.9,-0.01954,0.01954
Trendyol Curve Gipe ve Düğme Detaylı Dokuma Elbise,2022-03,2024-12,0.91,0.928571,0.018571,0.018571
TRENDYOLMİLLA Mor Fitted/ Vücuda Oturan Kolsuz Drape Detaylı Kemerli Midi Esnek Örme Kalem Elbise TWOSS22EL0756,2022-03,2025-03,0.981481,1.0,0.018519,0.018519
TRENDYOLMİLLA Siyah Cep Görünümlü Belden Açılan/Skater Mini Smart Krep Örme Elbise TWOSS23EL01802,2023-03,2024-06,0.814815,0.833333,0.018519,0.018519
TRENDYOLMİLLA Siyah Vücuda Oturan Astarlı Parlak Taşlı Dokuma Şık Abiye Elbise TPRSS23EL00476,2023-03,2025-03,0.904762,0.923077,0.018315,0.018315
TRENDYOLMİLLA Haki Vücuda Oturan Mini Triko Sırt Dekolteli Plaj Elbisesi TBESS23EL00240,2023-04,2025-03,0.818182,0.8,-0.018182,0.018182
TRENDYOLMİLLA Bordo Çiçek Baskılı Mini Selanik Dik Yaka Örme Elbise TWOAW25EL00282,2024-11,2025-03,0.875,0.857143,-0.017857,0.017857
TRENDYOLMİLLA Lacivert Desenli Askılı Vücuda Oturan Fitilli Esnek Örme Maxi Kalem Elbise TWOSS24EL00682,2024-03,2025-02,0.875,0.857143,-0.017857,0.017857
TRENDYOLMİLLA Siyah Sırt Detaylı Askılı Bürümcük/Dokulu Maxi Örme Elbise TWOSS24EL00259,2024-03,2024-11,0.777778,0.76,-0.017778,0.017778
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2022-11,2025-03,0.9,0.882353,-0.017647,0.017647
Trendyol Curve Siyah Taş İşlemeli Uzun Kol Yırtmaçlı Dokuma Abiye/Mezuniyet/Nişan/Gece Elbisesi TBBAW24AD00001,2023-10,2025-03,0.709677,0.727273,0.017595,0.017595
TRENDYOLMİLLA Çok Renkli Cut Out Detaylı Baskılı Esnek Midi Örme Elbise TWOSS23EL01809,2023-06,2024-12,0.982456,1.0,0.017544,0.017544
TRENDYOLMİLLA Yeşil Çizgili Maxi Örme Dokulu Aksesuarlı Plaj Elbisesi TBESS23EL00066,2023-04,2025-03,0.952381,0.969697,0.017316,0.017316
TRENDYOLMİLLA Ekru Belden Açılan Şifon Astarlı Midi Dokuma Elbise TWOSS24EL00541,2024-04,2025-03,0.555556,0.538462,-0.017094,0.017094
Trendyol Curve Siyah V-Yaka Büyük Beden Tüvit Jile Mini/Kısa Boy Dokuma Elbise TBBAW23AH00193,2022-11,2025-01,0.733333,0.75,0.016667,0.016667
TRENDYOLMİLLA Turuncu Belden Açılan Bağlama Detaylı Midi Dokuma Elbise TWOSS23EL01913,2023-04,2025-02,0.785714,0.769231,-0.016484,0.016484
TRENDYOLMİLLA Kırmızı Cut Out/Pencere Detaylı Örme Şık Abiye Elbise TPRAW25EL00022,2024-09,2025-03,0.823529,0.84,0.016471,0.016471
TRENDYOLMİLLA Siyah Piliseli Astarlı Kolsuz Esnek Örme Midi Elbise TWOSS24EL00785,2024-05,2025-03,0.958333,0.973684,0.015351,0.015351
TRENDYOLMİLLA Beyaz Brode Skater/Belden Açılan Mini Astarlı Dokuma Elbise TWOSS22EL00697,2022-05,2024-11,0.86,0.875,0.015,0.015
TRENDYOLMİLLA Çok Renkli Fırfır Detaylı Tül Örme Elbise,2022-04,2025-03,0.985294,1.0,0.014706,0.014706
TRENDYOLMİLLA Siyah Düğme Detaylı Mini Dokuma Ceket Elbise TWOAW24EL00462,2023-09,2025-03,0.931818,0.945946,0.014128,0.014128
TRENDYOLMİLLA Siyah Vücuda Oturan Drapeli Dokuma Kısa Şık Abiye Elbise TPRAW24EL00083,2023-09,2025-03,0.888889,0.875,-0.013889,0.013889
TRENDYOLMİLLA Bej Mini Triko Bolero-Elbise Takım TWOAW25EL00056,2024-09,2025-03,0.882353,0.895833,0.01348,0.01348
TRENDYOLMİLLA Siyah Midi Triko Basic Carmen Yaka Elbise TWOAW25EL00033,2024-09,2025-03,0.885417,0.898734,0.013318,0.013318
TRENDYOLMİLLA Siyah Kayık Yaka Sırt Dekolteli Yırtmaçlı Fitted/Vücuda Oturan Maxi Esnek Örme Elbise TWOAW24EL00824,2023-10,2025-03,0.820896,0.807692,-0.013203,0.013203
TRENDYOLMİLLA Siyah Tüvit A Kesim Mini Şifon Kol Detaylı Dokuma Elbise TWOAW21EL0532,2022-03,2025-03,0.736842,0.75,0.013158,0.013158
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2022-03,2025-01,0.903846,0.916667,0.012821,0.012821
Trendyol Curve Siyah Kemerli Drape ve Yırtmaçlı Örme Elbise TBBSS22AH00008,2022-04,2025-02,0.882353,0.869565,-0.012788,0.012788
TRENDYOLMİLLA Siyah Tüvit Görünümlü Triko Mini Elbise TWOAW25EL00542,2024-09,2025-03,0.851852,0.839286,-0.012566,0.012566
Trendyol Curve Mavi Örme Cut-Out ve Büzgü Detaylı Çiçek Desenli Yazlık Örme Elbise TBBSS22AH0142,2022-03,2025-03,0.862069,0.85,-0.012069,0.012069
TRENDYOLMİLLA Siyah Dokuma Elbise,2022-04,2025-02,0.916667,0.928571,0.011905,0.011905
Trendyol Curve Siyah Dik Yaka Transparan Detaylı Bodycon Triko Elbise TBBAW23AH00180,2022-11,2025-02,0.738095,0.75,0.011905,0.011905
TRENDYOLMİLLA Siyah A Kesim Mini Dokuma Elbise TWOAW25EL00192,2024-09,2025-03,0.84,0.828125,-0.011875,0.011875
Trendyol Curve Siyah Halter Yaka Dokuma Elbise TBBSS23AH00207,2023-05,2024-10,0.961538,0.95,-0.011538,0.011538
Trendyol Curve Siyah V Yaka Balon Kol Mini/Kısa Boy Dokuma Elbise TBBAW24AH00038,2023-08,2025-02,0.857143,0.846154,-0.010989,0.010989
Trendyol Curve Siyah Fitilli Midi Boy 2'li Triko Elbise&Crop Kazak Takım TBBAW24AH00004,2023-09,2025-03,0.789474,0.8,0.010526,0.010526
TRENDYOLMİLLA Mürdüm Çiçekli Fırfırlı Mini Dokuma Elbise TWOAW23EL01455,2024-09,2025-03,0.934783,0.944444,0.009662,0.009662
